session,participant,part_label,clicked_button,market_bonus,forecast_bonus,risk_bonus,quiz_bonus,total_bonus,showup,total_payment
lrx4o1bb,4iyqsfyl,65ef1b4257164ebb8e1db886,1,3.85,0.04,1.05,1.0,5.94,12.0,17.94
lrx4o1bb,uz2flshd,632b947efa9da6a9bde31f94,1,3.18,0.05,1.1,1.0,5.33,12.0,17.33
lrx4o1bb,pelnggmx,612962f44f151ddfd0298c52,1,3.69,0.13,0.13,0.75,4.7,12.0,16.7
lrx4o1bb,az5lo3mq,4vs1ljv7_89Z,1,3.46,0.03,2.0,1.0,6.49,12.0,18.49
lrx4o1bb,g23zaokb,653703627539f3a8b2ed4af3,1,3.07,0.14,0.03,1.0,4.24,12.0,16.24
lrx4o1bb,72yz3eik,4vs1ljv7_33S,1,3.19,0.01,1.07,1.0,5.27,12.0,17.27
lrx4o1bb,ttaw67eh,4vs1ljv7_09T,1,3.21,0.13,0.85,0.5,4.69,12.0,16.69
lrx4o1bb,ltsdih4y,5d19281012e152001920227f,1,3.75,0.05,0.1,0.25,4.15,12.0,16.15
lrx4o1bb,sl456vtl,5dce29700ad506063969a4a5,1,3.23,0.07,1.93,1.0,6.23,12.0,18.23
lrx4o1bb,56xk58pt,59894fbbda239a0001fb8e16,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
lrx4o1bb,rfkvqo4c,5f504fd2cc049d1cbf29c40d,1,2.11,0.06,0.72,0.75,3.64,12.0,15.64
lrx4o1bb,4t1ee9xg,651c4484ba17050f6b716614,1,3.8,0.11,1.05,1.0,5.96,12.0,17.96
lrx4o1bb,ul71j1bt,4vs1ljv7_03Q,1,2.81,0.11,0.13,1.0,4.05,12.0,16.05
lrx4o1bb,b0bwe4f8,6642bc68a8130f486d2ae4b0,1,3.73,0.01,0.13,1.25,5.12,12.0,17.12
lrx4o1bb,p394myqt,663ed306e45b308e3a7b1f8d,1,3.85,0.04,0.75,0.75,5.39,12.0,17.39
lrx4o1bb,335bivem,6655e4f304ea91b8ecb46edc,1,2.66,0.0,0.7,0.25,3.61,12.0,15.61
lrx4o1bb,tjr1wdxe,4vs1ljv7_33G,1,4.37,0.03,0.15,1.25,5.8,12.0,17.8
lrx4o1bb,p2corcpc,60f5f8769fc9289a9e518129,1,3.61,0.05,0.85,1.0,5.51,12.0,17.51
lrx4o1bb,7103fcf5,5a95a63e4eecca0001dd4cfa,1,4.01,0.0,0.03,0.5,4.54,12.0,16.54
lrx4o1bb,4r9dfy5d,613e77b91fc96b58404a4584,1,3.76,0.04,0.75,1.0,5.55,12.0,17.55
lrx4o1bb,gtl2rxaw,66601438206fb7fc6c48a81f,1,3.45,0.04,1.98,0.5,5.97,12.0,17.97
lrx4o1bb,mq2o1nqd,6267c3d17f88988d0d787c7f,1,3.29,0.04,1.05,0.75,5.13,12.0,17.13
lrx4o1bb,bxi175mz,4vs1ljv7_69G,1,3.31,0.06,0.9,0.25,4.52,12.0,16.52
lrx4o1bb,nrpgulcb,lrx4o1bb_59B,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
lrx4o1bb,1yk46j9k,lrx4o1bb_66G,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
lrx4o1bb,q9gwyhpy,lrx4o1bb_16Q,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
lrx4o1bb,mb94csji,lrx4o1bb_66M,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
lrx4o1bb,i7nidqof,lrx4o1bb_32R,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
lrx4o1bb,e838j1gm,lrx4o1bb_76J,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
lrx4o1bb,fy17psvq,lrx4o1bb_46V,0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
